Acute Kidney Failure,"Acute kidney failure (acute kidney injury) occurs when the kidneys suddenly lose their ability to filter waste products from the blood. This can develop over hours to days and causes dangerous accumulation of waste products and electrolyte imbalances. Symptoms may include decreased urine output, fluid retention causing swelling in legs and feet, fatigue, shortness of breath, confusion, nausea, chest pain, or in severe cases, seizures. Causes include severe dehydration, blood loss, heart failure, medications, infections, or direct kidney damage. Treatment focuses on addressing the underlying cause while supporting kidney function, which may include intravenous fluids, medications, temporary dialysis, and dietary modifications. Many cases are reversible if treated promptly, though severe cases can lead to permanent damage or chronic kidney disease. Prevention involves staying hydrated, monitoring medications that affect kidney function, and managing chronic conditions like diabetes and high blood pressure."
Mitral Valve Insufficiency,"Mitral valve insufficiency (or regurgitation) is a heart condition where the mitral valve doesn't close tightly, allowing blood to flow backward into the left atrium when the left ventricle contracts. This forces the heart to work harder to pump enough blood forward. Mild cases may cause no symptoms for years, but as the condition worsens, symptoms can include fatigue, shortness of breath (especially with activity or when lying flat), palpitations, swollen feet or ankles, and coughing. Causes include mitral valve prolapse, rheumatic fever, heart attack, cardiomyopathy, or congenital defects. Treatment depends on severity and may include medications to reduce symptoms and surgical repair or replacement of the valve in advanced cases. Regular monitoring with echocardiograms is important to assess progression. Untreated severe mitral regurgitation can lead to heart failure or abnormal heart rhythms."
Arthritis,"Arthritis is inflammation of one or more joints, causing pain and stiffness that typically worsens with age. The two most common types are osteoarthritis (degenerative joint disease from wear and tear) and rheumatoid arthritis (an autoimmune disorder). Symptoms include joint pain, swelling, stiffness (especially morning stiffness lasting more than an hour), decreased range of motion, and sometimes redness or warmth around the joint. Arthritis can affect any joint but commonly involves hands, knees, hips, and spine. Risk factors include age, family history, previous joint injury, and obesity. Treatment aims to reduce symptoms and improve joint function through medications (pain relievers, anti-inflammatories, disease-modifying drugs), physical therapy, assistive devices, and sometimes surgery. Lifestyle modifications like weight management and regular low-impact exercise can help maintain joint mobility and muscle strength. There's no cure for most forms of arthritis, but early treatment can help slow progression."
Bronchitis,"Bronchitis is inflammation of the bronchial tubes (airways that carry air to the lungs). Acute bronchitis is usually caused by viruses (like those causing colds and flu) and typically improves within 10 days, though the cough may linger for weeks. Chronic bronchitis, a type of COPD, is a long-term condition often caused by smoking. Symptoms include persistent cough that produces mucus (sputum), wheezing, chest discomfort, fatigue, and sometimes mild fever and chills. Acute bronchitis is usually self-limiting and treated with rest, fluids, and over-the-counter medications for symptom relief. Chronic bronchitis requires long-term management including smoking cessation, bronchodilators, steroids, and pulmonary rehabilitation. Prevention includes handwashing to avoid viral infections, avoiding lung irritants (especially tobacco smoke), and getting vaccinated against flu and pneumonia. Severe or persistent symptoms may indicate pneumonia or other complications requiring medical attention."
Disease,Overview
Hemiparesis,"Hemiparesis is a condition characterized by weakness or partial paralysis on one side of the body, affecting either the left or right side. This neurological impairment typically results from damage to the brain's motor pathways, most commonly caused by stroke, but can also occur due to brain tumors, traumatic brain injuries, multiple sclerosis, or cerebral palsy. The severity can range from mild weakness to complete paralysis of the affected side. Patients may experience difficulty with walking, balance, grasping objects, or performing fine motor tasks. Other symptoms may include muscle stiffness, poor coordination, and fatigue. Treatment involves physical therapy to improve strength and mobility, occupational therapy to regain daily living skills, and sometimes medications to manage spasticity. Early rehabilitation is crucial for optimal recovery. The prognosis depends on the underlying cause and extent of brain damage, with some patients achieving significant improvement over time."
Osteoporosis,"Osteoporosis is a progressive bone disease characterized by decreased bone density and quality, leading to an increased risk of fractures. Often called a 'silent disease,' it typically shows no symptoms until a fracture occurs, most commonly in the hip, spine, or wrist. Bones become porous and fragile due to an imbalance between bone resorption and formation, which accelerates after menopause in women and with aging in both sexes. Risk factors include family history, low calcium intake, vitamin D deficiency, sedentary lifestyle, smoking, excessive alcohol use, and certain medications like corticosteroids. Diagnosis is made through bone density scans (DEXA). Treatment focuses on calcium and vitamin D supplementation, weight-bearing exercise, and medications that slow bone loss or promote bone formation. Preventive measures should begin early in life by building strong bones through proper nutrition and exercise."
Transient Ischemic Attack,"A Transient Ischemic Attack (TIA), often called a 'mini-stroke,' is a temporary period of symptoms similar to those of a stroke but typically lasting less than an hour without permanent brain damage. TIAs occur when blood flow to part of the brain is briefly blocked, usually by a blood clot or atherosclerosis. Symptoms may include sudden weakness or numbness on one side of the body, slurred speech, vision problems, dizziness, or confusion. Although the symptoms resolve completely, TIAs are serious warning signs of an impending stroke, with about 1 in 3 people who experience a TIA later having a full stroke. Immediate medical attention is crucial to identify the cause and implement preventive treatments, which may include blood thinners, cholesterol medications, blood pressure control, or surgery for carotid artery narrowing. Lifestyle changes like smoking cessation and improved diet are also essential components of prevention."
Adenocarcinoma,"Adenocarcinoma is a type of cancer that develops in the glandular cells lining various internal organs, accounting for many common cancers including those of the lung, breast, prostate, pancreas, and colon. These malignant tumors form in mucus-secreting glands throughout the body and can spread to other tissues through metastasis. Symptoms vary by location but may include unexplained weight loss, fatigue, pain, changes in bowel or bladder habits, unusual bleeding, or persistent cough. Risk factors depend on the specific organ involved but often include smoking, obesity, family history, and exposure to certain chemicals or radiation. Diagnosis typically involves imaging tests and biopsy. Treatment options include surgery, radiation therapy, chemotherapy, targeted therapy, and immunotherapy, often in combination. Prognosis depends on the cancer's stage at diagnosis and its specific characteristics. Regular screenings can help detect some adenocarcinomas early when treatment is most effective."
Paranoia,"Paranoia is a thought process characterized by irrational and persistent feelings of persecution, mistrust, or exaggerated self-importance. It can range from mild suspiciousness to severe delusional beliefs that others are plotting harm. Clinical paranoia may occur in psychiatric disorders like paranoid schizophrenia, delusional disorder, or paranoid personality disorder, or can be induced by substance abuse, dementia, or extreme stress. Symptoms include unfounded suspicions, hypersensitivity to criticism, inability to relax, argumentativeness, and sometimes aggressive behavior. The paranoid individual often misinterprets benign events as personal attacks and may isolate themselves socially. Treatment typically involves antipsychotic medications combined with psychotherapy to help the person develop more realistic perspectives. Cognitive behavioral therapy can be particularly helpful in challenging irrational beliefs. Support from family and friends is important, though the paranoid person may initially reject such support. Without treatment, paranoia can significantly impair relationships and daily functioning."
Pancreatitis,"Pancreatitis is inflammation of the pancreas, a gland behind the stomach that produces digestive enzymes and insulin. Acute pancreatitis occurs suddenly and can be life-threatening, with symptoms including severe upper abdominal pain radiating to the back, nausea, vomiting, fever, and rapid pulse. Causes include gallstones, alcohol abuse, certain medications, infections, or trauma. Chronic pancreatitis develops over time, causing permanent damage that leads to diabetes and digestive problems. Symptoms include persistent abdominal pain, weight loss, and oily, foul-smelling stools. Diagnosis involves blood tests (checking pancreatic enzymes), imaging like CT scans or MRCP, and sometimes endoscopic procedures. Treatment for acute cases requires hospitalization with IV fluids, pain control, and fasting to rest the pancreas. Chronic cases may need enzyme supplements, insulin, and pain management. Severe complications can include pancreatic necrosis, pseudocysts, or pancreatic cancer. Prevention focuses on avoiding alcohol and managing risk factors like gallstones."
Incontinence,"Urinary incontinence is the involuntary leakage of urine that can range from occasional minor leaks to complete loss of bladder control. There are several types: stress incontinence (leakage with coughing/sneezing), urge incontinence (sudden intense urge followed by leakage), overflow incontinence (constant dribbling from full bladder), and functional incontinence (physical or mental impairment preventing timely bathroom use). Causes include weakened pelvic muscles (often from childbirth or prostate surgery), nerve damage, urinary tract infections, constipation, or certain medications. Fecal incontinence (loss of bowel control) may also occur, especially in elderly individuals. Treatment options include pelvic floor exercises (Kegels), bladder training, medications, medical devices (pessaries), or surgery for severe cases. Lifestyle changes like managing fluid intake, avoiding bladder irritants (caffeine, alcohol), and maintaining a healthy weight can help. While common, especially in older adults, incontinence shouldn't be considered an inevitable part of aging and can often be improved with proper treatment."
Paroxysmal Dyspnea,"Paroxysmal dyspnea refers to sudden episodes of severe shortness of breath that typically occur at night, waking the person from sleep (paroxysmal nocturnal dyspnea). This is a classic symptom of heart failure, where lying flat causes fluid to redistribute from the legs to the lungs, making breathing difficult. The person may gasp for air and need to sit upright or open a window for relief. Other causes include asthma attacks, pulmonary embolism, panic attacks, or chronic obstructive pulmonary disease (COPD). The episodes may be accompanied by wheezing, coughing, chest tightness, or palpitations. Diagnosis involves evaluating heart and lung function through physical exams, chest X-rays, echocardiograms, or pulmonary function tests. Treatment targets the underlying condition and may include diuretics to remove excess fluid, bronchodilators for asthma/COPD, or anticoagulants for pulmonary embolism. Managing fluid intake, elevating the head during sleep, and avoiding late-night meals can help prevent episodes. Severe or recurrent episodes require prompt medical evaluation."
Hernia,"A hernia occurs when an organ or fatty tissue squeezes through a weak spot in a surrounding muscle or connective tissue. Common types include inguinal (groin), hiatal (upper stomach), umbilical (belly button), and incisional (resulting from surgical scars). Symptoms range from a painless bulge to severe pain, especially when straining, lifting, or coughing. Complications can include incarceration (hernia gets stuck) or strangulation (blood supply cut off), which are medical emergencies requiring immediate surgery. Risk factors include age, chronic coughing, constipation, obesity, pregnancy, and heavy lifting. Diagnosis is typically through physical examination, sometimes with ultrasound or CT scan. Treatment depends on symptoms and hernia type, with watchful waiting for small, asymptomatic hernias to surgical repair (herniorrhaphy or hernioplasty) for painful or enlarging hernias. Prevention focuses on maintaining healthy weight, proper lifting techniques, treating persistent coughs, and avoiding straining during bowel movements. Recurrence after surgery is possible, especially with underlying tissue weakness."
Prostate Carcinoma,"Prostate cancer is a malignant tumor that develops in the prostate gland, a walnut-sized organ in men that produces seminal fluid. It's one of the most common cancers in men, typically growing slowly and initially confined to the prostate gland. Symptoms may include difficulty urinating, decreased force in urine stream, blood in semen, pelvic discomfort, bone pain (in advanced cases), and erectile dysfunction. Risk factors include older age, African-American ethnicity, family history, and obesity. Screening involves PSA blood tests and digital rectal exams, though screening recommendations vary by age and risk factors. Diagnosis is confirmed through prostate biopsy. Treatment options range from active surveillance for low-risk cancers to surgery (prostatectomy), radiation therapy, hormone therapy, chemotherapy, or newer targeted treatments for advanced cases. Side effects of treatment may include urinary incontinence and sexual dysfunction. Early-stage prostate cancer often has an excellent prognosis, while advanced cases can spread to bones and other organs."
Pulmonary Edema,"Pulmonary edema is a condition caused by excess fluid accumulation in the lungs' air sacs (alveoli), making breathing difficult. It can develop suddenly (acute) or gradually (chronic). The most common cause is heart failure (cardiogenic pulmonary edema), where the heart can't pump blood effectively, causing pressure buildup in lung veins. Non-cardiogenic causes include pneumonia, smoke inhalation, high altitudes, or certain medications. Symptoms include extreme shortness of breath, feeling of suffocation, frothy pink sputum, wheezing, anxiety, and cold, clammy skin. Severe cases can lead to respiratory failure. Diagnosis involves physical exam, chest X-ray, echocardiogram, and blood tests. Emergency treatment includes oxygen therapy, diuretics to remove fluid, and medications to strengthen heart contractions and reduce blood pressure. For chronic cases, managing underlying heart conditions with medications like ACE inhibitors and beta-blockers is essential. Preventive measures include controlling blood pressure, avoiding excessive salt intake, and adhering to heart failure treatment plans. Without prompt treatment, pulmonary edema can be life-threatening."
Lymphatic Diseases,"Lymphatic diseases encompass disorders affecting the lymphatic system, a crucial part of the immune and circulatory systems that transports lymph fluid containing white blood cells throughout the body. Common lymphatic disorders include lymphedema (chronic swelling from lymph fluid buildup, often after cancer treatment), lymphadenopathy (swollen lymph nodes from infection or cancer), lymphoma (cancer of lymph cells), and lymphatic filariasis (parasitic infection causing elephantiasis). Symptoms vary but may include persistent swelling (especially in arms or legs), recurrent infections, fatigue, fever, and enlarged lymph nodes. Causes range from infections, genetic conditions, cancer treatments damaging lymph nodes, to autoimmune disorders. Diagnosis involves physical exams, imaging (CT, MRI, lymphangiogram), and sometimes lymph node biopsy. Treatment depends on the specific condition but may include compression garments, manual lymph drainage, antibiotics for infections, chemotherapy/radiation for cancers, or surgery in severe cases. Preventive measures include proper skin care to avoid infections in affected limbs and avoiding blood pressure measurements or injections in limbs with lymphedema."
Aortic Valve Stenosis,"Aortic valve stenosis is a narrowing of the aortic valve opening that restricts blood flow from the heart's left ventricle to the aorta and the rest of the body. This forces the heart to work harder, potentially leading to heart failure. Causes include congenital valve abnormalities, calcium buildup on the valve with aging, or rheumatic fever. Symptoms often develop gradually and may include chest pain, fatigue, shortness of breath (especially with exertion), heart palpitations, and fainting spells. Severe cases can cause sudden cardiac death. Diagnosis involves listening for a heart murmur, echocardiogram, ECG, and cardiac catheterization. Treatment depends on severity, ranging from regular monitoring for mild cases to valve replacement surgery (either open-heart or transcatheter) for severe stenosis. Medications can help manage symptoms but don't fix the valve problem. People with aortic stenosis need antibiotic prophylaxis before dental procedures to prevent endocarditis. Without treatment, severe symptomatic aortic stenosis has a poor prognosis."
Breast Carcinoma,"Breast cancer is a malignant tumor that develops from breast cells, typically beginning in the milk ducts (ductal carcinoma) or lobules (lobular carcinoma). It's the most common cancer in women worldwide. Symptoms may include a breast lump or thickening, changes in breast size or shape, nipple discharge or inversion, skin dimpling (like an orange peel), or redness. Risk factors include female gender, increasing age, family history, BRCA gene mutations, early menstruation/late menopause, obesity after menopause, alcohol use, and hormone therapy. Screening involves regular mammograms, with MRI recommended for high-risk individuals. Diagnosis is confirmed through biopsy. Treatment options include surgery (lumpectomy or mastectomy), radiation therapy, chemotherapy, hormone therapy for hormone receptor-positive cancers, and targeted therapies like HER2 inhibitors. Prognosis depends on cancer stage, type, and molecular characteristics. Early detection through screening improves survival rates significantly. Men can also develop breast cancer, though it's much less common."
Schizophrenia,"Schizophrenia is a severe, chronic mental disorder that affects how a person thinks, feels, and behaves, often characterized by episodes of psychosis including hallucinations (typically hearing voices) and delusions (fixed false beliefs). Other symptoms include disorganized speech and behavior, reduced emotional expression, and cognitive difficulties with memory and concentration. The condition typically emerges in late adolescence or early adulthood and has genetic and environmental causes. Treatment involves antipsychotic medications to manage symptoms combined with psychosocial therapies (cognitive behavioral therapy, social skills training) and supported employment/education programs. Hospitalization may be needed during acute psychotic episodes. Long-term management is essential as schizophrenia is associated with higher risks of suicide, homelessness, and physical health problems. While there's no cure, many people with schizophrenia can achieve significant recovery with proper treatment and support. Family education and support groups are valuable resources for caregivers. Substance abuse can worsen symptoms and should be avoided."
Diverticulitis,"Diverticulitis is inflammation or infection of small pouches (diverticula) that can form in the wall of the colon, especially in the sigmoid colon. It typically causes sudden abdominal pain (usually in the lower left side), fever, nausea, and changes in bowel habits. Severe cases can lead to abscesses, perforations, or peritonitis. Risk factors include aging, low-fiber diet, obesity, smoking, and lack of exercise. Diagnosis involves physical exam, blood tests, and imaging like CT scans. Mild cases are treated with oral antibiotics, clear liquid diet, and pain management, while severe cases may require hospitalization with IV antibiotics and possibly surgery to remove the affected colon section. After recovery, a high-fiber diet is recommended to prevent recurrence, though nuts and seeds need not be avoided as previously thought. Complications like fistulas or bowel obstructions may require additional interventions. Preventive measures include regular exercise, adequate hydration, and maintaining healthy bowel habits."
Fluid Overload,"Fluid overload, also called hypervolemia, occurs when the body retains excessive amounts of water and sodium, often due to impaired kidney function or heart failure. Symptoms include swelling (edema) in legs, feet, and hands, rapid weight gain, shortness of breath (from pulmonary edema), high blood pressure, and abdominal bloating. Causes include kidney disease, heart failure, liver cirrhosis, certain medications (like NSAIDs), and excessive sodium intake. Diagnosis involves physical examination, blood tests to check kidney function and electrolytes, urine tests, and sometimes echocardiography. Treatment focuses on diuretics to promote fluid excretion, dietary sodium restriction (typically less than 2,000 mg/day), fluid intake limitations in severe cases, and addressing the underlying condition. Severe cases may require hospitalization for IV diuretics or dialysis in kidney failure. Monitoring daily weight helps detect fluid accumulation early. Untreated fluid overload can lead to dangerous complications like congestive heart failure, pleural effusions, or electrolyte imbalances affecting heart rhythm."
Peptic Ulcer,"Peptic ulcers are open sores that develop on the inner lining of the stomach (gastric ulcers) or upper small intestine (duodenal ulcers). The most common causes are Helicobacter pylori bacterial infection and long-term use of NSAIDs (like aspirin or ibuprofen). Symptoms include burning stomach pain (often worse when stomach is empty), bloating, heartburn, nausea, and sometimes vomiting blood or black tarry stools from bleeding ulcers. Complications can include internal bleeding, perforation (hole in stomach wall), or gastric outlet obstruction. Diagnosis involves endoscopy with biopsy (to check for H. pylori or cancer) and sometimes breath or stool tests for H. pylori. Treatment includes antibiotics for H. pylori infection, acid-reducing medications (PPIs, H2 blockers), and avoiding NSAIDs. Lifestyle changes like reducing stress, avoiding spicy foods (if they worsen symptoms), and limiting alcohol may help but aren't primary treatments. Most ulcers heal with proper treatment, though recurrence is possible without eradicating H. pylori or continuing NSAID use."
Osteomyelitis,"Osteomyelitis is a bone infection typically caused by bacteria (often Staphylococcus aureus) that can reach the bone through the bloodstream, from nearby infected tissue, or directly through trauma or surgery. Symptoms include fever, bone pain, swelling, warmth and redness over the affected area, and sometimes drainage of pus. Risk factors include diabetes, poor circulation, recent injury or surgery, intravenous drug use, and weakened immune systems. Diagnosis involves blood tests (elevated white blood cells and inflammatory markers), imaging (X-rays, MRI, bone scans), and bone biopsy to identify the causative organism. Treatment requires prolonged (often 4-6 weeks) intravenous antibiotics, sometimes followed by oral antibiotics. Severe cases may require surgical debridement to remove infected bone tissue. Complications can include bone death (osteonecrosis), spread of infection, impaired bone growth in children, or chronic osteomyelitis requiring long-term management. Preventive measures include proper wound care, especially in diabetics, and prompt treatment of infections that could spread to bone."
Gastritis,"Gastritis is inflammation of the stomach lining that can occur suddenly (acute) or gradually (chronic). Common causes include H. pylori infection, excessive alcohol consumption, chronic use of NSAIDs, stress, autoimmune disorders, and bile reflux. Symptoms may include upper abdominal pain or burning, nausea, vomiting, bloating, loss of appetite, and in severe cases, black stools from bleeding. Some people, especially with chronic gastritis, may have few symptoms until complications like ulcers develop. Diagnosis involves medical history, physical exam, and sometimes endoscopy with biopsy. Treatment depends on the cause but may include antibiotics for H. pylori, acid-reducing medications (proton pump inhibitors, H2 blockers), antacids, and avoiding irritants like alcohol and NSAIDs. Dietary modifications (avoiding spicy, acidic, or fatty foods if they worsen symptoms) may help. Chronic untreated gastritis can lead to stomach ulcers, anemia from chronic bleeding, or increased risk of stomach cancer in cases of atrophic gastritis. Most cases improve quickly with proper treatment."
Bacteremia,"Bacteremia is the presence of bacteria in the bloodstream that can occur from infections elsewhere in the body, medical procedures, or intravenous drug use. While transient bacteremia may be harmless in healthy individuals, persistent bacteremia can lead to serious systemic infection (sepsis). Symptoms may include fever, chills, rapid breathing, rapid heart rate, and in severe cases, confusion or decreased consciousness. Risk factors include recent surgery, invasive medical devices (like catheters), weakened immune system, and chronic illnesses like diabetes. Diagnosis is made through blood cultures, with additional tests to identify the source of infection. Treatment requires prompt administration of intravenous antibiotics tailored to the specific bacteria, along with supportive care for sepsis if present. The source of infection (such as an abscess or infected device) may need drainage or removal. Complications can include endocarditis, osteomyelitis, or septic shock. Preventive measures include proper sterile techniques during medical procedures, prompt treatment of infections, and prophylactic antibiotics for high-risk patients before certain procedures."
Kidney Failure,"Kidney failure (renal failure) occurs when the kidneys lose their ability to sufficiently filter waste products from the blood. Acute kidney injury develops suddenly, often due to decreased blood flow (from severe dehydration or blood loss), direct kidney damage, or urinary obstruction. Chronic kidney disease progresses gradually over months to years, typically from diabetes, hypertension, or glomerulonephritis. Symptoms may include decreased urine output, fluid retention causing swelling, fatigue, nausea, confusion, and shortness of breath. End-stage kidney disease requires dialysis or transplantation to sustain life. Diagnosis involves blood tests (creatinine, BUN), urine tests, and imaging. Treatment focuses on addressing the underlying cause, managing complications (like anemia or bone disease), and slowing progression through blood pressure control (often with ACE inhibitors) and dietary modifications (protein, potassium, phosphorus restrictions). Dialysis (hemodialysis or peritoneal) filters the blood artificially when kidneys fail. Preventive measures include controlling diabetes and hypertension, avoiding nephrotoxic medications when possible, and staying hydrated."
Sickle Cell Anemia,"Sickle cell anemia is an inherited form of anemia where red blood cells become rigid and crescent-shaped (sickle) instead of flexible and round, causing them to get stuck in small blood vessels. This leads to pain crises, infections, and damage to organs. Symptoms typically begin in infancy and may include episodes of severe pain (especially in bones, chest, and abdomen), fatigue, jaundice (yellowish skin), frequent infections, delayed growth, and vision problems. Complications can include stroke, acute chest syndrome, organ damage, and leg ulcers. The disease is caused by a mutation in the hemoglobin gene and is most common in people of African, Mediterranean, and Middle Eastern descent. Diagnosis is through newborn screening or hemoglobin electrophoresis. Treatment focuses on managing symptoms and preventing complications with pain medications, hydroxyurea to reduce crises, blood transfusions, vaccinations, and sometimes bone marrow transplant. Regular medical care is essential to monitor for complications. Recent advances in gene therapy offer promising future treatments."
Heart Failure,"Heart failure occurs when the heart can't pump enough blood to meet the body's needs. It can affect the left side (causing fluid buildup in lungs), right side (causing fluid in abdomen and legs), or both. Symptoms include shortness of breath (especially when lying flat or with exertion), fatigue, swelling in legs and feet, rapid weight gain from fluid retention, and persistent coughing. Common causes include coronary artery disease, high blood pressure, previous heart attack, and cardiomyopathy. Diagnosis involves physical exam, blood tests (BNP), echocardiogram, and sometimes cardiac catheterization. Treatment includes lifestyle changes (low-salt diet, fluid restriction, exercise), medications (ACE inhibitors, beta-blockers, diuretics), and devices like pacemakers or defibrillators for some patients. Severe cases may require ventricular assist devices or heart transplantation. Managing underlying conditions and adhering to treatment can improve quality of life and survival. Heart failure is typically chronic and progressive, though proper management can slow its course significantly."
Upper Respiratory Infection,"Upper respiratory infections (URIs) are common illnesses affecting the nose, throat, sinuses, and larynx, typically caused by viruses like rhinovirus, coronavirus, or influenza. Symptoms include runny or stuffy nose, sore throat, cough, sneezing, mild fever, headache, and fatigue. Most URIs (like the common cold) are mild and self-limiting, resolving within 7-10 days. Influenza may cause more severe symptoms including high fever, body aches, and extreme fatigue. Diagnosis is usually based on symptoms, with testing sometimes done for influenza or COVID-19. Treatment focuses on symptom relief with rest, fluids, pain relievers, decongestants, and throat lozenges. Antibiotics are ineffective against viruses. Complications can include sinusitis, ear infections, or pneumonia. Prevention involves frequent handwashing, avoiding close contact with sick individuals, and vaccinations (flu vaccine, COVID-19 vaccine). People with weakened immune systems, asthma, or other chronic conditions are at higher risk for complications and should seek medical attention if symptoms worsen."
Hepatitis,"Hepatitis refers to inflammation of the liver that can be caused by viruses (hepatitis A, B, C, D, E), alcohol abuse, toxins, certain medications, or autoimmune diseases. Symptoms range from mild to severe and may include fatigue, jaundice (yellowing of skin and eyes), dark urine, pale stools, abdominal pain, loss of appetite, nausea, and fever. Acute hepatitis may resolve on its own or progress to chronic infection (especially hepatitis B and C), potentially leading to cirrhosis or liver cancer. Diagnosis involves blood tests to assess liver function and identify the cause, and sometimes imaging or liver biopsy. Treatment depends on the type: hepatitis A typically requires only supportive care; hepatitis B may need antiviral medications; hepatitis C is now curable with direct-acting antivirals. Prevention includes vaccination (for hepatitis A and B), safe injection practices, safe sex, and avoiding alcohol with liver disease. Chronic hepatitis requires regular monitoring for liver damage progression."
Pulmonary Hypertension,"Pulmonary hypertension is a type of high blood pressure that affects the arteries in the lungs and the right side of the heart. Unlike systemic hypertension, this condition specifically increases pressure in the pulmonary arteries, making the heart work harder to pump blood to the lungs. Symptoms develop gradually and may include shortness of breath (initially with exertion, later at rest), fatigue, dizziness, chest pressure, swelling in ankles/legs, and bluish lips/skin. Causes include left heart disease, lung diseases, chronic blood clots, connective tissue disorders, or genetic factors. Diagnosis involves echocardiogram, right heart catheterization, and tests to identify underlying causes. Treatment includes oxygen therapy, diuretics, blood thinners, and specialized medications that dilate pulmonary arteries (endothelin receptor antagonists, phosphodiesterase-5 inhibitors, prostacyclins). Severe cases may require lung transplantation. While there's no cure, treatment can improve symptoms and slow progression. Regular follow-up with a specialist is essential, as untreated pulmonary hypertension can lead to right heart failure."
Deglutition Disorder,"Deglutition disorders (swallowing difficulties), also called dysphagia, can occur at any stage of the swallowing process from the mouth to the stomach. Causes include neurological conditions (stroke, Parkinson's, ALS), muscular disorders, esophageal strictures, tumors, or GERD. Symptoms may include pain while swallowing, inability to swallow, sensation of food stuck in throat or chest, drooling, regurgitation, frequent heartburn, and unintended weight loss. Complications can include aspiration pneumonia from food/liquid entering lungs, malnutrition, and dehydration. Diagnosis involves swallowing studies (videofluoroscopy or endoscopy), esophageal manometry, or imaging tests. Treatment depends on the cause and may include dietary modifications (thickened liquids, soft foods), swallowing therapy with a speech-language pathologist, medications for GERD or spasms, esophageal dilation for strictures, or surgery for structural problems. Severe cases may require feeding tubes. Management focuses on preventing complications while maintaining adequate nutrition and hydration. Patients with persistent dysphagia should be evaluated for underlying serious conditions."
Gout,"Gout is a form of inflammatory arthritis caused by elevated uric acid levels in the blood (hyperuricemia), leading to formation of urate crystals in joints. Acute gout attacks typically cause sudden, severe pain, redness, swelling, and tenderness in one joint (often the big toe), frequently starting at night. Attacks may be triggered by alcohol, red meat, seafood, or dehydration. Without treatment, gout can progress to chronic arthritis with joint damage and tophi (urate crystal deposits under skin). Risk factors include male gender, obesity, hypertension, kidney disease, certain medications, and family history. Diagnosis involves joint fluid analysis showing urate crystals, blood tests for uric acid (though levels may be normal during attacks), and sometimes imaging. Treatment for acute attacks includes NSAIDs, colchicine, or corticosteroids. Long-term management focuses on uric acid-lowering medications (like allopurinol or febuxostat), dietary changes (limiting alcohol, purine-rich foods), and maintaining healthy weight. Proper treatment can prevent recurrent attacks and joint damage."
Thrombocytopenia,"Thrombocytopenia is a condition characterized by abnormally low platelet count (<150,000/μL), increasing risk of bleeding or bruising. Causes include decreased platelet production (from bone marrow disorders, vitamin deficiencies), increased platelet destruction (immune thrombocytopenia, medications), or sequestration (enlarged spleen holding platelets). Symptoms may include easy bruising, prolonged bleeding from cuts, petechiae (tiny red spots on skin), nosebleeds, or in severe cases, internal bleeding. Diagnosis involves complete blood count, peripheral blood smear, and sometimes bone marrow biopsy to determine the cause. Treatment depends on severity and underlying cause: mild cases may require only monitoring; immune-mediated cases may need corticosteroids or IV immunoglobulin; severe bleeding may require platelet transfusions. For chronic immune thrombocytopenia, newer thrombopoietin receptor agonists can stimulate platelet production. Preventive measures include avoiding activities with high injury risk and medications that impair platelet function (like aspirin). Most cases can be managed effectively with proper treatment."
Hypoglycemia,"Hypoglycemia refers to abnormally low blood glucose levels (typically <70 mg/dL) that can cause various symptoms and potentially lead to unconsciousness if severe. It's most common in people with diabetes using insulin or certain oral medications but can also occur in non-diabetics from excessive alcohol, critical illnesses, hormone deficiencies, or insulin-producing tumors. Symptoms include shakiness, sweating, rapid heartbeat, hunger, confusion, irritability, dizziness, and in severe cases, seizures or loss of consciousness. The 'whipple's triad' confirms diagnosis: symptoms of hypoglycemia, low blood glucose at time of symptoms, and relief after glucose administration. Acute treatment involves consuming fast-acting carbohydrates (glucose tablets, juice). Severe cases may require glucagon injection or IV glucose. For recurrent hypoglycemia, treatment focuses on identifying and addressing the underlying cause, adjusting diabetes medications, and educating patients about symptom recognition. Preventive measures include regular meals/snacks, careful medication management, and blood glucose monitoring, especially before driving or operating machinery."
Aspiration Pneumonia,"Aspiration pneumonia occurs when food, liquid, saliva, or vomit is inhaled into the lungs, leading to inflammation and infection. It's particularly common in individuals with impaired swallowing (from stroke, dementia, Parkinson's), decreased consciousness (from alcohol, drugs), or gastroesophageal reflux. Symptoms may include cough (often with foul-smelling sputum), fever, chest pain, shortness of breath, and in severe cases, bluish skin from oxygen deprivation. Elderly patients may present with confusion rather than typical symptoms. Diagnosis involves physical exam, chest X-ray, and sometimes sputum cultures. Treatment requires antibiotics covering oral anaerobes and gram-negative bacteria, oxygen therapy if needed, and respiratory support in severe cases. Prevention focuses on proper positioning during feeding (upright for at least 30 minutes after meals), modifying food textures for those with swallowing difficulties, and good oral hygiene. Recurrent aspiration may require evaluation by a speech-language pathologist for swallowing therapy or long-term tube feeding in severe cases. Prognosis depends on the patient's overall health and promptness of treatment."
